User_ID,Book_ID,Book_Title,Recommendation_Score
2167,1272,"Konig Babar",3
2167,1341,"Eve's Rib",3
2167,1728,"One for the Money (A Stephanie Plum Novel)",3
2167,54828,"Connexity: How to Live in a Connected World",3
2167,52496,"Home Design With Feng Shui A-Z (Hay House Lifestyles)",3
2168,14287,"Mia Hamm",4
2168,16436,"Apple Cider Vinegar for Weight Loss and Good Health",4
2168,33953,"The Name of This Book Is Dogme95",3
2168,811,"The Wasp Factory",3
2168,11028,"Undone",2
2169,76143,"Crossfire",2
2169,61936,"Rambling Rose",2
2169,9832,"Lost: A Novel",2
2169,798,"Shattered Uk",2
2169,50472,"The Ripper (Point)",1
2170,31249,"Edwina the Emu",10
2170,21765,"L'Homme Ã?Â  l'affÃ?Â»t",10
2170,17860,"Dragonstar",9
2170,9832,"Lost: A Novel",7
2170,10114,"Un chant d'amour",7
2172,11170,"Clothes (Peebo Board Books)",10
2172,57620,"Drop the Dead Donkey",10
2172,32960,"DESCENT FR XANADU",9
2172,83308,"Soul Mountain",6
2172,28204,"El Camino (Coleccion Destinolibro)",6
2175,13430,"Janine and Alex, Alex and Janine",1
2175,32673,"The Tempest (The Signet Classic Shakespeare)",1
2175,6125,"War and Peace (Penguin Classics)",1
2175,31249,"Edwina the Emu",1
2175,21765,"L'Homme Ã?Â  l'affÃ?Â»t",1
2176,14519,"GAMES BABIES PLAY",10
2176,11192,"Bridge to Terabithia",10
2177,36744,"Walden Or, Life in the Woods and on the Duty of Civil Disobedience",1
2177,83376,"The Mistress Manual: The Good Girl's Guide to Female Dominance",1
2178,1612,"Die Nadel",1
2178,9995,"The Hours : A Novel",1
2178,101256,"Lying Awake",1
2178,8865,"Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel",1
2178,63241,"King Lear (The Pelican Shakespeare)",1
2179,57591,"Something to fall back on",2
2179,2833,"The Simple Art of Murder (Vintage Crime)",2
2179,959,"Patriot Games",2
2179,61238,"Cycle of the Werewolf (Signet)",2
2179,61237,"Fear Itself",2
2181,22328,"Darkover Landfall (Darkover)",10
2181,22331,"Ruby (Landry)",10
2181,22329,"Murder in Mesopotamia (Hercule Poirot Mysteries (Paperback))",10
2181,22330,"Colors of Chaos (Saga of Recluce)",10
2182,99478,"The Strong Silent Type (Silhouette Special Edition)",3
2182,36227,"How Does It Feel to Be Old",3
2182,33373,"Leonor de Aquitania (Spanish Edition)",3
2182,4686,"A Mind of Its Own: A Cultural History of the Penis",3
2182,91875,"A Matter of Principle: A Faith Abbey Mystery (Faith Abbey Mystery Series, 4)",3
2183,17547,"From the Claws of the Dragon: A Story of Deliverance from the Chinese Red Guards",1
2183,15122,"Die Kinder des Gral.",1
2183,8688,"Distant Bells (Alabaster Books)",1
2183,1798,"Great Bike Rides in and Around Winston-Salem",1
2183,798,"Shattered Uk",1
2185,109416,"Backfield Package",10
2185,109415,"Shadow of a Hero",10
2185,29561,"Haunted House Stories",10
2185,109409,"American Government: Readings and Cases",10
2185,109408,"The Mothershed Case",10
2186,3116,"Whispers",7
2186,41076,"Thirteen",5
2186,37136,"The Last Basselope : One Ferocious Story",4
2186,11131,"Gorky Park",4
2186,36638,"Children--the early years (The Goodheart-Willcox home economics series)",4
2188,5640,"Lonely Planet Madrid (Madrid, 1st ed)",6
2188,1193,"Exocet",5
2188,1196,"Jurassic Park",5
2188,61567,"First Million Is Always the Hardest",4
2188,28158,"Double Down: Reflections on Gambling and Loss",4
2189,8903,"The Fencing Master: A Novel",1
2189,38679,"Love Is Strange: Stories of Postmodern Romance",1
2190,19447,"How We Met: Chance Encounters and Other True Love Stories of Real-Life Couples",1
2190,14378,"Ablaze: The Story of the Heroes and Victims of Chernobyl",1
2190,3113,"The Third Witch: A Novel",1
2190,34656,"Curious Waltz of the Working Woman",1
2190,13602,"The Worst Journey in the World: Antarctica 1910-13",1
2191,48438,"Salty Dog (Adventures of Wishbone Series, No 2)",2
2191,2833,"The Simple Art of Murder (Vintage Crime)",1
2191,10419,"Apprenticeship of Duddy Kravitz",1
2191,2716,"The Love Knot",1
2191,15175,"The Canterbury Tales (Oxford Paperbacks)",1
2193,92686,"The Double Hook (New Canadian Library)",4
2193,82144,"Le dieu venu du centaure",4
2193,68939,"The Rock Rats (The Grand Tour)",4
2193,17632,"Faith and the Electric Dogs",4
2193,5553,"The Cat Who Brought Down the House",4
2194,7385,"Back When We Were Grownups: A Novel",2
2194,1445,"Jetzt will ichs wirklich wissen. Mit mentaler Powertechnik Ziele erreichen.",2
2194,50517,"Kif Strike Back",2
2194,78663,"Alfred Hitchcock Presents: The Master's Choice",1
2194,71228,"The Truth Will Set You Free: Overcoming Emotional Blindness",1
2195,2762,"The Lives of Dax (Star Trek: Deep Space Nine)",3
2195,9869,"Mortal Stakes",3
2195,61637,"Chicken Soup With Rice",2
2195,61636,"One Hundred and One Ghost Jokes",2
2195,35113,"The Ebony Tower (Contemporary Classics)",2
2197,2778,"Richtig leben mit Geri Weibel. Neue Folge.",2
2197,3120,"Was MÃ?Â¤nner sagen.",2
2197,19921,"Madcap Heiress (Harlequin Love & Laughter, No 8)",2
2197,106988,"Leatherwomen III: The Clash of the Cultures",1
2197,56707,"Bold Destiny (Avon Romance Series)",1
2199,89425,"Enterprise Logs (Star Trek: All)",10
2199,89410,"Witchlight",10
2199,89391,"Winning the Fight Between You and Your Desk: Use Your Computer to Get Organized, Become More Productive, and Make More Money",10
2199,89201,"The Ghost Book of Charles Lindley, Viscount Halifax",10
2199,10210,"Where the Girls Are: Growing Up Female With the Mass Media",10
2200,42588,"The best of British cooking",10
2200,42583,"The Craft of the Cocktail: Everything You Need to Know to Be a Master Bartender, With 500 Recipes",10
2200,42578,"A Picture Guide to Chess",10
2200,42574,"Pieniny (Krainy piekna)",10
2200,42570,"Floyd on France: Learn to Cook the Floyd Way",10
2201,425,"The Four Agreements: A Practical Guide to Personal Freedom",10
2201,10724,"Angels and Bolters: Women's Cancer Scripts",10
2201,856,"The Paradise Snare (Star Wars: The Han Solo Trilogy, Volume 1)",10
2201,2448,"Death of a River Guide",10
2201,48714,"World of Our Fathers",10
2202,130163,"Trespassing: My Sojourn in the Halls of Privilege",10
2202,130159,"Object of Your Love Stories: Stories",10
2202,130157,"The Dragonstone (Mithgar)",10
2202,130150,"The Duke's Wager and Lord of Dishonor (Signet Regency Romance)",10
2202,130135,"Double Trouble",10
2203,22711,"Heartbreaker",3
2203,56214,"Soap Opera: The Inside Story of Procter & Gamble",3
2203,61091,"Petey",3
2203,9304,"I'm Not in the Mood: What Every Woman Should Know About Improving Her Libido",2
2203,102683,"Fringe Benefits : Heat (Harlequin Temptation, 943)",2
2204,78520,"A Scientific Romance : A Novel",1
2204,1366,"Bronze Mirror",1
2204,8713,"The List",1
2204,55829,"Rachel's Holiday",1
2204,27340,"Spiritual Unfoldment 1",1
2205,30461,"New Remodeling Book: Your Complete Guide to Planning a Dream Project",3
2205,30482,"Blood Rites",3
2205,30479,"Tempter",3
2205,30477,"BLUE WORLD : BLUE WORLD",3
2205,30472,"The Tolkien Reader",3
2206,27634,"The Cosmos from Space",10
2206,22745,"Wizard and Glass (The Dark Tower, Book 4)",10
2206,11835,"Starfish (Rifters Trilogy)",10
2206,2229,"Im Wald der gehenkten FÃ?Â¼chse.",10
2206,3345,"Anno Dracula",9
2207,52559,"Old-Fashioned Girl (Watermill Classic)",2
2207,11623,"Jade Peony",2
2207,11081,"This Life (BBC)",2
2207,642,"Rainbow the Stormy Life of Judy Garland",2
2207,16160,"Child of Thunder (Daw Book Collectors)",2
2208,106716,"This Strange New Feeling",2
2208,100740,"A legislaÃ§Ã£o bÃ¡sica do ambiente (ColecÃ§Ã£o Ambiente)",2
2208,46190,"The Last Jihad",1
2208,101247,"Educational Psychology",1
2208,118704,"Unveiled: One Woman's Nightmare in Iran (Unveiled)",1
2209,297,"Angels and Visitations: A Miscellany",10
2209,20191,"Charley Skedaddle",10
2209,31075,"I Love Animal Friends (Barney)",10
2209,20178,"Trumpet of the Swan",10
2209,13709,"Ten Women Who Shook the World",10
2210,2999,"The Prometheus Deception",9
2210,2596,"Ocho, El",9
2210,3407,"Smiley's people",6
2210,9682,"In Bed With The Boss'S Daughter (Desire, 1380)",6
2210,6352,"The Princess of Pop (Truth or Dare)",6
2212,25669,"LA Pasion Turca",3
2212,89352,"I Promise You",3
2212,89351,"Three Blind Mice",3
2212,25670,"Heaven's Prisoners",3
2212,8517,"Silbermuschel.",3
2214,29884,"Death in the rain: A Dan Mallett novel of suspense",2
2214,29883,"It Can't Be My Grave",1
2214,40672,"Mad About the Sixties : The Best of the Decade (Mad about the Sixties)",1
2214,36715,"Secrets of Fat-Free Baking: Over 130 Low-Fat & Fat-Free Recipes for Scrumptious and Simple-To-Make Cakes, Cookies, Brownies, Muffins, Pies, Breads,",1
2214,100100,"Hide In Plain Sight (Silhouette Intimate Moments)",1
2216,92950,"Understanding Movies",9
2216,59100,"Salvo El Crepusculo/Change of Light (Literatura Alfaguara)",5
2216,9266,"Mr. Wilson's Cabinet Of Wonder : Pronged Ants, Horned Humans, Mice on Toast, and Other Marvels of Jurassic Technology",4
2216,59099,"Life Designs: A Novel",4
2216,58196,"The White Guinea Pig",4
2217,76772,"A Brief History of the Flood",1
2218,17824,"Beltenebros (Biblioteca breve)",1
2222,20703,"Cooking School Murders",6
2222,1341,"Eve's Rib",6
2222,119168,""New lease on life",4
2222,119107,"The Hacker and the Ants",4
2222,11040,"The Magic of Christmas (Leisure and Love Spell)",4
2223,82397,"Masque of Jade",10
2223,1488,"Othello (3rd Series)",4
2224,1445,"Jetzt will ichs wirklich wissen. Mit mentaler Powertechnik Ziele erreichen.",10
2224,119794,"Spiderweb",10
2224,119795,"Zu True: An Urban Adventure",10
2224,119792,"A field guide to personal computers for bird watchers and other naturalists (PHalarope books)",6
2224,42588,"The best of British cooking",1
2226,30273,"Great Chefs of New Orleans",7
2226,30271,"Shakespeare: The Invention of the Human",6
2226,30272,"Baking With Julia: Based on the Pbs Series Hosted by Julia Child",5
2226,92914,"Amazons, Bluestockings and Crones: A Feminist Dictionary",4
2226,20936,"The Gulag Archipelago, 1918-1956 : An Experiment in Literary Investigation I-II",4
2227,6573,"The Kid Who Got Zapped Through Time (An Avon Camelot Book)",2
2227,57638,"Slow Coast Home: A 5000-Mile Journey Around the Shores of England and Wales",2
2227,57637,"The Blue Afternoon: A Novel (Blue Afternoon)",2
2227,131842,"Deep Wizardry (Wizardry Series)",2
2227,24918,"Hell Is Too Crowded",2
2228,46684,"Spilling the Beans on Making It in Music",1
2228,38749,"Bite Every Sorrow: Poems",1
2230,1336,"Summer Light",2
2230,26395,"The Awakening Heart : My Continuining Journey To Love",1
2230,26392,"Bloody River Blues",1
2230,3963,"September 12th: We Knew We Would Be All Right",1
2230,101153,"Joe Bar team, tome 2",1
2232,1178,"2061: Odyssey Three",3
2232,55471,"Ghost Train: American Railroad Ghost Legends",2
2232,9355,"Ed Wood",2
2232,924,"Mirror of Her Dreams (Mordant's Need)",2
2232,3886,"Inherit the Stars",2
2234,26098,"Son: A Psychopath and His Victims",10
2234,98314,"Color of the Wind",9
2234,13090,"Calculus With Analytic Geometry",9
2234,25843,"Soul Harvest: The World Takes Sides (Left Behind #4)",8
2234,96355,"Stalker",5
2235,14198,"Mirror Image",2
2235,16056,"Think to Win: The Power of Logic in Everyday Life",2
2235,22112,"Und Immer Wieder Die Zeit",2
2235,16075,"Can't Buy My Love: How Advertising Changes the Way We Think and Feel",1
2235,47781,"The Hand of Zei",1
2236,1031,"A Dangerous Place: California's Unsettling Fate (Images of America)",6
2236,69694,"Lust for Life",6
2236,35681,"Dereliction of Duty : Johnson, McNamara, the Joint Chiefs of Staff, and the Lies That Led to Vietnam",6
2236,29586,"Ideology and Utopia: An Introduction to the SOCIOLOGY (740) of Knowledge",6
2236,22321,"The Moche Warrior: An Archaeological Mystery (Archaeological Mystery)",6
2237,6319,"The Toilet Paper Tigers",3
2237,52890,"Silent Surrender",1
2237,8768,"Geisha of Gion: The Memoir of Mineko Iwasaki",1
2237,80609,"The Magic Circle",1
2237,42972,"Heart of Europe: A Short History of Poland (Oxford Paperbacks)",1
2239,2837,"In Praise of Cats",4
2239,1440,"Synchronicity: The Bridge Between Matter and Mind",4
2239,1272,"Konig Babar",3
2239,8759,"The Angel Maker",3
2239,642,"Rainbow the Stormy Life of Judy Garland",3
2240,1043,"Finding Dad",10
2240,2429,"Reliquary",5
2240,80070,"The Making of a Muckraker",5
2240,1116,"Dragonfly in Amber",4
2240,80073,"Kurierdienst Rattenzahn. Die Mega- Stars. ( Ab 10 J.).",3
2241,7385,"Back When We Were Grownups: A Novel",2
2241,1445,"Jetzt will ichs wirklich wissen. Mit mentaler Powertechnik Ziele erreichen.",2
2241,50517,"Kif Strike Back",2
2241,78663,"Alfred Hitchcock Presents: The Master's Choice",2
2241,975,"Thorns of Truth",2
2245,67776,"Who Am I Without Him? : Short Stories About Girls and the Boys in Their Lives",6
2245,104267,"Contract for Marriage (Superromance)",4
2245,20621,"Paul Harvey's Rest of the Story",4
2245,4715,"A Clash of Kings (A Song of Fire and Ice, Book 2)",3
2245,23887,"The Eighth Commandment",3
2246,21727,"Black Beauty (Signet Classics (Paperback))",6
2246,9076,"Tom Clancy's Power Plays: Cutting Edge (Power Plays, 6)",5
2246,27073,"The Assassini",5
2246,77425,"Drawing on the Artist Within",4
2246,11142,"Foreign Foes (Star Trek The Next Generation, No 31)",4
2249,1691,"What to Expect the First Year",2
2249,30600,"They Say You're Crazy: How the World's Most Powerful Psychiatrists Decide Who's Normal",2
2249,2837,"In Praise of Cats",2
2249,970,"The Dinner Party",2
2249,46754,"Picasso: Creator and Destroyer",2
2250,42588,"The best of British cooking",10
2250,42583,"The Craft of the Cocktail: Everything You Need to Know to Be a Master Bartender, With 500 Recipes",10
2250,42578,"A Picture Guide to Chess",10
2250,42574,"Pieniny (Krainy piekna)",10
2250,42570,"Floyd on France: Learn to Cook the Floyd Way",10
2251,77383,"Novemberinsel.",1
2251,77379,"The love of Chinese cooking",1
2251,77364,"The Official Gourmet Handbook",1
2251,77363,"Maria (Florida Trilogy, Book 1)",1
2251,77362,"Britain (Economists Business Traveller's Guides)",1
2252,11913,"Next Year in Cuba: A Cubano's Coming-Of-Age in America",2
2252,32214,"Dancing in the Light",2
2252,13627,"Pastures Nouveaux",2
2252,26273,"Sustaining the Earth With Infotrac: An Integrated Approach",1
2252,21973,"The Mystery of the Lost Village (Boxcar Children Mysteries, 37)",1
2253,46968,"Beginnings, Middles, and Ends (The Elements of Fiction Writing)",10
2253,9485,"Slander: Liberal Lies About the American Right",10
2253,46917,"Decorating Hints & Tips: More Than 2000 Practical Solutions to Help You Improve Your Home",10
2253,15554,"Fair Trial (Harlequin Romance, No 3110)",10
2253,58387,"Wicked & Willing  (Bad Girls)",10
2254,12247,"The Woman in Black: A Ghost Story",10
2254,12244,"Word for Word",10
2254,12237,"To Race a Dream",10
2254,12239,"Among the Hidden",10
2254,12246,"The Heart of a Woman",10
2255,8903,"The Fencing Master: A Novel",1
2255,38679,"Love Is Strange: Stories of Postmodern Romance",1
2256,46782,"Qui a peur du Tiers monde?: Rapports Nord-Sud, les faits (Points)",10
2256,46781,"Manon Lescaut",10
2256,6503,"Birds of Prey: A Novel of Suspense",10
2256,46301,"Maverick Marriage (Wild West Weddings) (Harlequin American Romance, No 633)",10
2256,46300,"Heat Wave (Best Of The Best) (Best of the Best Series)",10
2257,62782,"Branch and Crown",2
2257,48445,"The Extreme (Animorphs , No 25)",2
2257,29722,"Do No Harm",2
2257,28968,"The Center of the Cyclone: An Autobiography of Inner Space",2
2257,17791,"El Arte de Amargarse La Vida",2
2258,9336,"Financing Your Business (Made E-Z Guides)",1
2258,21667,"Lipshtick",1
2258,780,"Like Water for Chocolate: A Novel in Monthly Installments, With Recipes, Romances, and Home Remedies",1
2258,107841,"Sepulchre",1
2259,23929,"How to Avoid Housework : Tips, Hints and Secrets to Show You How to Have a Spotless Home Without Lifting",6
2259,2633,"The Short Victorious War (Honor Harrington Series, Book 3)",5
2259,2642,"Reading Lolita in Tehran: A Memoir in Books",4
2259,2641,"The Threatening Storm: The Case for Invading Iraq",4
2259,2635,"On Basilisk Station (Honor Harrington Series, Book 1)",4
2260,1581,"Tom Clancys Power Plays 2. Tigerjagd.",2
2260,35995,"July 7th (Front Porch Paperbacks)",2
2260,2968,"Godel, Escher, Bach: An Eternal Golden Braid",2
2260,90415,"It Seemed Like a Good Idea... : A Compendium Of Great Historical Fiascoes",1
2260,8903,"The Fencing Master: A Novel",1
2261,80386,"The Complete Book of Fishing: A Guide To: Freshwater, Saltwater and Big-game Fishing",10
2261,72803,"Sleeping Beauty's Billionaire  (Dynasties: The Barones)",10
2261,34296,"Growing Up Gay: From Left Out to Coming Out",10
2261,12676,"The Encyclopedia of Embroidery Techniques",10
2261,84952,"Dr. Ruth's Guide for Married Lovers",10
2262,27684,"No Ordinary Moments: A Peaceful Warrior's Guide to Daily Life",10
2262,2293,"Pigs in Heaven",3
2262,19946,"Kristy's Big Day (Baby-Sitters Club (Paperback))",2
2262,64271,"Dilbert: A Book of Postcards",2
2262,29734,"Futureland",2
2268,36519,"Aqua Erotica: 18 Stories for a Steamy Bath",4
2268,11180,"The Lost Boy: A Foster Child's Search for the Love of a Family",4
2268,10011,"The Portable Jack Kerouac (The Viking Portable Library)",4
2268,1254,"Golden Gate",4
2268,128795,"The Blood Doctor",4
2269,26088,"Born in Ice",4
2269,3832,"Der Prinz und der Bottelknabe. Oder ErzÃ?Â¤hl mir vom Dow Jones. ( Ab 12 J.).",3
2269,3825,"The bear's whelp: The autobiography of Robert Dudley, Duke of Northumberland, Earl of Warwick and Earl of Leicester in the Holy Roman Empire",3
2269,3857,"Der gefallene Engel.",2
2269,3855,"Die Jury. Roman.",2
2272,76138,"Six Easy Pieces : Easy Rawlins Stories",10
2272,76110,"Third Kiss (Silhouette Romance, 1484)",10
2272,76129,"Blood Bath",10
2272,76125,"Birthright",10
2272,76104,"Marrying The Major (Harlequin Historical, No. 689)",10
2273,88191,"Duets #57 (Lady And The Scamp/The Doctor Dilemma) (Duets, 58)",10
2273,34211,"Michael Crichton: Two Complete Novels : Disclosure, Rising Sun",10
2273,88192,"Princess in Love (The Princess Diaries, Vol. 3)",10
2273,124460,"Bread and circus",3
2273,124078,"La Sangre de Los Cataros",3
2275,79681,"The Secret Warriors (Men at War, 2)",10
2275,79680,"The Complete Guide to Pregnancy After 30",10
2275,67377,"Rain Man. Penguin Readers Level 3 (engl.)",10
2275,79834,"Aggressor Six",10
2275,79809,"Llewellyn's 2003 Sun Sign Book (Llewellyns Sun Sign Book, 2003)",10
2279,23469,"The Dione Lucas book of natural French cooking",6
2279,23467,"This Side of Brightness",6
2279,23465,"The Movie Lover's Guide to New York: The Ultimate Guide to Movie New York-An Inside Look at over 25 Attractions from Motion Picture Past and Present",6
2279,23463,"The Adventures of Super Diaper Baby: The First Graphic Novel",6
2279,23461,"Go the Way Your Blood Beats: An Anthology of Lesbian and Gay Fiction by African-American Writers",6
2281,43084,"Say It With Poison (Meredith and Markby Mysteries (Paperback))",2
2281,39574,"Soulbound (Superromance, 463)",2
2281,25741,"The Victorian Fairy Tale Book (Pantheon Fairy Tale & Folklore Library (Paperback))",1
2281,31738,"Mulligan Magic (Irish Eyes Romance)",1
2281,13784,"Wild Mind: Living the Writer's Life",1
2282,1489,"A Civil Action",6
2282,2032,"The Homing",6
2282,30866,"Tycoon for Auction",5
2282,32155,"Welcome Home: Debbie Mumm",5
2282,22712,"The Visionary",5
2284,22637,"Clutch of Constables",1
2284,13665,"Don't Make Me Stop This Car! : Adventures in Fatherhood",1
2284,617,"The Diary of Jack the Ripper/the Discovery, the Investigation, the Debate",1
2284,1258,"Alien at St Wilfred's",1
2284,1257,"Metropolis (Bfi Film Classics, 54)",1
2286,425,"The Four Agreements: A Practical Guide to Personal Freedom",10
2286,130905,"Sometimes I Can Be Anything: Power, Gender, and Identity in a Primary Classroom (The Practitioner Inquiry Series)",10
2286,175,"Night Mare (Xanth Novels (Paperback))",10
2286,189,"Die Liebe in Den Zelten",10
2286,29917,"Tough Trip Through Paradise",10
2288,2766,"Cry, the Beloved Country (Oprah's Book Club)",2
2288,6712,"The Girlfriends' Guide to Surviving the First Year of Motherhood: Wise and Witty Advice on Everything from Coping With Postpartum Mood Swings to Salva ...  to  Fitting into That Favorite Pair of Jeans",1
2288,1133,"Jack & Jill (Alex Cross Novels)",1
2288,73999,"Dangerous Virtues: Honesty (Dangerous Virtues)",1
2288,30728,"Adventures of Huckleberry Finn",1
2292,992,"Lord of the Silent: A Novel of Suspense",2
2292,37129,"Monstrous Manual (Advanced Dungeons and Dragons, 2nd Edition)",2
2292,1272,"Konig Babar",2
2292,102669,"Sky'S Pride And Joy (Bachelor Gulch) (Silhouette Romance, No 1486)",2
2292,25305,"On Having No Head: Zen and the Re-Discovery of the Obvious (Arkana S.)",2
2294,1562,"Charlotte Gray",10
2294,48714,"World of Our Fathers",3
2294,48698,"Isaac Asimov Presents Super Quiz",3
2294,48689,"The Canadian Jewish mosaic",3
2294,48685,"Caesars of the Wilderness/the Story of the Hudson's Bay Company (Newman, Peter Charles//Company of Adventurers)",3
2295,797,"The Kingdom by the Sea: A Journey Around Great Britain",1
2295,14717,"El Ultimo Caton",1
2295,9883,"Gates of Ivory",1
2295,1178,"2061: Odyssey Three",1
2295,36638,"Children--the early years (The Goodheart-Willcox home economics series)",1
2297,9830,"Words Fail Me: What Everyone Who Writes Should Know about Writing",2
2297,2767,"Carolina Moon",1
2297,121008,"Nightfall",1
2297,33682,"Shooting the Past",1
2297,875,"I Hadn't Meant to Tell You This",1
2298,73150,"A Portrait of the Artist As a Young Man",5
2298,16577,"All Fall Down",5
2298,48434,"God's Little Instruction Book on Love (God's Little Instruction Books)",4
2298,48405,"Elvissey",4
2298,815,"The World's Stupidest Signs",4
2300,17438,"Chicken Soup for the Expectant Mother's Soul",1
2300,9830,"Words Fail Me: What Everyone Who Writes Should Know about Writing",1
2302,42588,"The best of British cooking",10
2302,42583,"The Craft of the Cocktail: Everything You Need to Know to Be a Master Bartender, With 500 Recipes",10
2302,42578,"A Picture Guide to Chess",10
2302,42574,"Pieniny (Krainy piekna)",10
2302,42570,"Floyd on France: Learn to Cook the Floyd Way",10
2303,9548,"Lexikon der populÃ?Â¤ren IrrtÃ?Â¼mer.",4
2303,9543,"Doomsday Book",3
2303,17447,"Melt & Mold Soap Crafting",3
2303,4686,"A Mind of Its Own: A Cultural History of the Penis",3
2303,9496,"The Healer  (Deep in the Heart)",3
2304,6360,"Great Puffin Joke Directory (Puffin Books)",5
2304,1659,"House Harkonnen (Dune: House Trilogy, Book 2)",4
2304,12995,"Choices",2
2304,2878,"Ancient Blood:  Day of Honor #1 (Star Trek The Next Generation)",2
2304,15202,"Survivor, die Ã?Â?berlebende.",2
2306,45150,"Fried by Jury",10
2306,45161,"Pride and Prejudice (Longman Study Texts)",10
2306,784,"The Villa",10
2306,10724,"Angels and Bolters: Women's Cancer Scripts",10
2306,3116,"Whispers",10
2308,2227,"Politika (Tom Clancy's Power Plays (Paperback))",1
2309,77123,"The Highland Rogues: Fraser Bride (Highland Rogues)",3
2309,70150,"Dune (Dune Chronicles (Berkley Paperback))",2
2309,64902,"Secret Obsession (Top Author/Sins) (Harlequin Presents, No 1816)",2
2309,14490,"Ocean's Eleven. Roman zum Film.",2
2309,14196,"Justice Gun",2
2311,8571,"The Night Inspector: A Novel (Ballantine Reader's Circle)",7
2311,1549,"Another Man's Wife",7
2311,43736,"El Enigma",5
2311,33874,"La clÃ?Â© sur la porte",5
2311,25493,"Im Zeichen des Drachen.",5
2312,16137,"Oathbreakers (Vows and Honor, Book 2)",2
2312,5645,"Les Dames du lac, tome 1",2
2312,3149,"Lucky, Lucky Day (Full House Michelle)",2
2312,113051,"Pennsylvania: A Bicentennial History (States and the Nation.)",2
2312,23027,"5 Minute New Testament: With Tools for Daily Reflection",1
2313,42588,"The best of British cooking",10
2313,42583,"The Craft of the Cocktail: Everything You Need to Know to Be a Master Bartender, With 500 Recipes",10
2313,42578,"A Picture Guide to Chess",10
2313,42574,"Pieniny (Krainy piekna)",10
2313,42570,"Floyd on France: Learn to Cook the Floyd Way",10
2316,21649,"The Famous Thing About Death",3
2316,8869,"Just Before Dawn (Harlequin Intrigue Series)",2
2316,94275,"The Diamond Moon (Arthur C. Clarke's Venus Prime, 5)",2
2316,101315,"We, the Balts",2
2316,62392,"The Camel of Destruction: A Mamur Zapt Mystery",2
2317,24338,"Shiloh Autumn: A Novel",9
2317,24596,"SMART WOMEN : A Story of Hope",8
2317,89645,"The Summer of Riley (Joanna Cotler Books)",6
2317,38761,"The Wonderful Story of Henry Sugar, and Six More",6
2317,8625,"Die Orks.",4
2318,14195,"Deadly Embrace",2
2318,8903,"The Fencing Master: A Novel",2
2318,125415,"Toxina",1
2318,125408,"By the Pricking of My Thumbs",1
2318,5842,"The Witness for the Prosecution and Other Stories",1
2322,3161,"From This Moment on",2
2322,128109,"Talon of the Silver Hawk (Conclave of Shadows, Book 1)",2
2322,1934,"Leaving Home",2
2322,14295,"Handbk of Greek Mythology",2
2322,3163,"Rising Tides",2
2323,22865,"PHONE CALLS : PHONE CALLS",2
2323,107882,"Where Late the Sweet Birds Sang",2
2323,3760,"The Secret Garden",2
2323,875,"I Hadn't Meant to Tell You This",2
2323,105635,"Sister Carrie (Penguin Twentieth Century Classics)",1
2324,11009,"Coming Home",2
2324,2845,"A Solitary Blue (Point)",2
2324,55568,"Survive The Night (Heartbreakers) (Silhouette Intimate Moments, No 703)",1
2324,26245,"Historia De Una Gaviota Y Del Gato Que Le Esseno a Volar",1
2324,21829,"Par-delÃ?Â  bien et mal",1
2325,3326,"Orion Arm: The Rampart Worlds: Book 2 (May, Julian. Rampart Worlds, Bk. 2.)",2
2325,19170,"Hocus (Irene Kelly Mysteries (Paperback))",1
2325,1373,"The Best of Larry King Live: The Greatest Interviews",1
2325,10112,"Un secret sans importance",1
2325,52472,"Vintage Contemporaries Reader",1
2326,42942,"Of Love and Other Demons",6
2326,1315,"The Family Orchard",2
2326,9360,"A Year at the Movies : One Man's Filmgoing Odyssey",2
2326,1817,"Pet-Rified!",2
2326,24359,"Above Las Vegas: Its Canyons and Mountains",2
2328,1491,"On Mystic Lake",4
2328,88,"Team Bush : Leadership Lessons from the Bush White House",4
2328,55248,"The Magic School Bus Lost in the Solar System (Magic School Bus (Paperback))",2
2328,10845,"An Hour Before Daylight : Memoirs of a Rural Boyhood",2
2328,24317,"As Sure as the Dawn (Mark of the Lion #3)",2
2329,84734,"Old Demon (Creative Classic Series)",3
2329,84735,"Losing My Virginity: The Autobiography",3
2329,84733,"Odyssey",3
2329,94240,"Trading Up: A Novel",3
2329,94241,"Father Goose (And the Winner Is)",3
2330,38711,"Racial and Ethnic Relations in America",4
2330,122877,"Blue Waltz",4
2330,10580,"Lost Nation",4
2330,86688,"The Barracks Thief",4
2330,30355,"Waste Lands Tower 3 (The Dark Tower III)",4
2332,21553,"A Toast Before Dying: A Mali Anderson Mystery",10
2332,8625,"Die Orks.",8
2332,16601,"Romancing the Stone",8
2332,1070,"Calling on Dragons (Read with Me Paperbacks)",8
2332,425,"The Four Agreements: A Practical Guide to Personal Freedom",8
2333,47183,"The Substitute Bridegroom",6
2333,1491,"On Mystic Lake",4
2333,134978,"Paws and Claws",4
2333,11128,"The Deceiver",4
2333,34548,"Farm Animals (Chunky Book)",4
2334,117833,"Pride of October: What it Was to Be Young and a Yankee",9
2334,117832,"Darwin (Past Masters S.)",9
2334,117831,"Charles Darwin : The Man and his Influence (Cambridge Science Biographies)",9
2334,11950,"Bluegate Fields",5
